% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12050, driver 12040. OpenMP threads 1. 
% device 0: Tesla V100-SXM2-16GB, 1530.0 MHz clock, 16144.1 MiB memory, capability 7.0
% Mon Sep  9 02:17:54 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm [options] [-h|--help]

% If running lapack (option --lapack), MAGMA and cuBLAS error are both computed
% relative to CPU BLAS result. Else, MAGMA error is computed relative to cuBLAS result.

% transA = No transpose, transB = No transpose
%   M     N     K   MAGMA Gflop/s (ms)  cuBLAS Gflop/s (ms)   CPU Gflop/s (ms)  MAGMA error  cuBLAS error
%========================================================================================================
 8256  8256  8256   5776.42 ( 194.84)    7353.13 ( 153.06)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5727.27 ( 196.51)    7109.06 ( 158.32)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5651.66 ( 199.14)    6997.19 ( 160.85)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5776.63 ( 194.83)    7256.42 ( 155.10)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5862.54 ( 191.98)    7387.15 ( 152.36)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5691.01 ( 197.77)    7243.80 ( 155.37)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5847.73 ( 192.47)    7397.05 ( 152.15)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5741.68 ( 196.02)    7291.58 ( 154.35)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5734.95 ( 196.25)    7180.62 ( 156.74)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5720.10 ( 196.76)    7243.47 ( 155.38)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5800.80 ( 194.02)    7212.88 ( 156.04)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5646.16 ( 199.34)    7068.38 ( 159.23)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5685.81 ( 197.95)    7218.24 ( 155.92)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5719.18 ( 196.79)    7095.28 ( 158.62)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5778.47 ( 194.77)    7263.81 ( 154.94)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5859.20 ( 192.09)    7340.02 ( 153.34)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5789.82 ( 194.39)    7327.18 ( 153.60)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5662.53 ( 198.76)    7090.73 ( 158.73)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5735.56 ( 196.23)    7260.29 ( 155.02)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5885.13 ( 191.24)    7389.37 ( 152.31)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5705.06 ( 197.28)    7252.38 ( 155.19)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5735.88 ( 196.22)    7169.27 ( 156.99)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5744.05 ( 195.94)    7119.39 ( 158.09)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5558.38 ( 202.48)    7002.59 ( 160.72)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5814.89 ( 193.55)    7367.37 ( 152.77)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5765.03 ( 195.23)    7225.29 ( 155.77)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5753.00 ( 195.63)    7214.22 ( 156.01)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5838.93 ( 192.75)    7392.35 ( 152.25)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5768.31 ( 195.11)    7296.44 ( 154.25)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5769.14 ( 195.09)    7240.07 ( 155.45)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5784.85 ( 194.56)    7330.27 ( 153.54)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5768.90 ( 195.10)    7213.34 ( 156.03)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5663.78 ( 198.72)    7198.39 ( 156.35)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5869.04 ( 191.77)    7289.78 ( 154.39)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5771.88 ( 194.99)    7321.41 ( 153.72)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5750.68 ( 195.71)    7211.73 ( 156.06)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5935.19 ( 189.63)    7446.88 ( 151.13)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5727.36 ( 196.51)    7008.64 ( 160.59)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5743.23 ( 195.97)    7013.89 ( 160.47)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5849.98 ( 192.39)    7388.35 ( 152.33)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5806.28 ( 193.84)    7297.96 ( 154.22)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5773.43 ( 194.94)    7226.08 ( 155.75)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5820.78 ( 193.36)    7366.25 ( 152.79)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5939.07 ( 189.51)    7231.74 ( 155.63)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5866.81 ( 191.84)    7522.23 ( 149.62)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5958.56 ( 188.88)    7684.10 ( 146.47)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5847.73 ( 192.47)    7222.83 ( 155.82)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5988.59 ( 187.94)    7160.80 ( 157.17)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5921.54 ( 190.07)    7212.83 ( 156.04)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5813.12 ( 193.61)    7266.62 ( 154.88)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   6029.85 ( 186.65)    7363.66 ( 152.84)     ---   (  ---  )    7.83e-19        ---    ok
 9280  9280  9280   5646.89 ( 283.05)    7128.62 ( 224.22)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5638.56 ( 283.47)    6920.77 ( 230.95)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5730.40 ( 278.93)    7144.10 ( 223.73)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5835.44 ( 273.91)    7391.97 ( 216.23)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5693.78 ( 280.72)    7122.43 ( 224.41)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5726.97 ( 279.09)    7342.57 ( 217.68)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5789.76 ( 276.07)    7078.45 ( 225.81)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5838.30 ( 273.77)    7141.10 ( 223.83)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5640.15 ( 283.39)    7162.60 ( 223.15)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5728.59 ( 279.01)    7304.91 ( 218.81)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5762.65 ( 277.36)    7321.91 ( 218.30)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5533.36 ( 288.86)    6731.17 ( 237.46)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5724.55 ( 279.21)    7126.27 ( 224.29)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5822.56 ( 274.51)    7172.57 ( 222.84)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5825.30 ( 274.38)    7261.24 ( 220.12)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5610.40 ( 284.89)    7156.52 ( 223.34)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5833.58 ( 273.99)    7432.35 ( 215.05)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5818.45 ( 274.71)    7102.23 ( 225.05)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5659.37 ( 282.43)    7169.29 ( 222.94)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5765.62 ( 277.22)    7025.10 ( 227.52)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5742.94 ( 278.32)    7298.07 ( 219.01)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5654.46 ( 282.67)    7164.44 ( 223.10)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5682.26 ( 281.29)    7041.31 ( 227.00)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5671.51 ( 281.82)    7158.08 ( 223.29)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5605.20 ( 285.16)    7084.69 ( 225.61)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5727.28 ( 279.08)    7220.95 ( 221.35)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5664.78 ( 282.16)    7125.22 ( 224.32)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5711.48 ( 279.85)    7265.52 ( 219.99)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5646.37 ( 283.08)    7064.34 ( 226.26)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5726.54 ( 279.11)    7248.29 ( 220.52)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5786.56 ( 276.22)    7276.67 ( 219.66)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5703.43 ( 280.25)    7235.70 ( 220.90)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5731.24 ( 278.89)    7056.27 ( 226.52)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5730.11 ( 278.94)    7174.41 ( 222.79)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5667.53 ( 282.02)    7220.59 ( 221.36)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5726.03 ( 279.14)    7150.72 ( 223.52)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5782.83 ( 276.40)    7210.82 ( 221.66)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5670.03 ( 281.90)    6916.24 ( 231.10)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5568.45 ( 287.04)    6858.17 ( 233.06)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5835.57 ( 273.90)    7346.61 ( 217.56)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5827.06 ( 274.30)    7353.70 ( 217.35)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5538.68 ( 288.58)    6905.04 ( 231.48)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5791.32 ( 275.99)    7367.71 ( 216.94)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5768.62 ( 277.08)    7333.23 ( 217.96)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5583.86 ( 286.25)    6983.02 ( 228.89)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5787.06 ( 276.20)    7345.90 ( 217.59)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5643.78 ( 283.21)    7189.67 ( 222.31)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5655.62 ( 282.61)    7206.20 ( 221.80)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5833.53 ( 273.99)    7391.97 ( 216.23)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5742.57 ( 278.34)    7311.26 ( 218.62)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5730.05 ( 278.94)    7262.43 ( 220.09)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5675.12 ( 281.64)    7281.78 ( 219.50)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5698.49 ( 280.49)    7285.20 ( 219.40)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5572.45 ( 286.83)    7028.99 ( 227.40)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5661.95 ( 282.30)    7156.71 ( 223.34)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5760.51 ( 277.47)    7344.08 ( 217.64)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5678.42 ( 281.48)    6944.58 ( 230.16)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5646.67 ( 283.06)    7215.40 ( 221.52)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5734.16 ( 278.74)    7224.15 ( 221.25)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5720.37 ( 279.41)    7282.44 ( 219.48)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5734.97 ( 278.70)    7319.43 ( 218.37)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5639.58 ( 283.42)    7070.88 ( 226.05)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5655.58 ( 282.62)    7222.06 ( 221.32)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5722.89 ( 279.29)    7313.90 ( 218.54)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5707.81 ( 280.03)    7274.92 ( 219.71)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5576.98 ( 286.60)    7115.77 ( 224.62)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5737.72 ( 278.57)    7178.86 ( 222.65)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5666.49 ( 282.07)    7250.57 ( 220.45)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5731.24 ( 278.88)    7328.82 ( 218.09)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5780.78 ( 276.49)    7306.71 ( 218.75)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5782.94 ( 276.39)    7318.89 ( 218.39)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5641.73 ( 283.31)    6918.40 ( 231.03)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5634.46 ( 283.68)    7193.13 ( 222.21)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5769.23 ( 277.05)    7345.53 ( 217.60)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5710.05 ( 279.92)    7282.74 ( 219.47)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5821.21 ( 274.57)    7402.78 ( 215.91)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5791.76 ( 275.97)    7387.76 ( 216.35)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5722.62 ( 279.30)    7150.18 ( 223.54)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5730.75 ( 278.91)    7263.38 ( 220.06)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5905.34 ( 270.66)    7517.36 ( 212.62)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5700.26 ( 280.40)    7081.53 ( 225.71)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5774.20 ( 276.81)    7341.11 ( 217.73)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5602.84 ( 285.28)    7145.19 ( 223.70)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5908.85 ( 270.50)    7486.94 ( 213.49)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5643.56 ( 283.22)    7087.08 ( 225.53)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5777.42 ( 276.66)    7181.59 ( 222.56)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5841.82 ( 273.61)    7403.44 ( 215.89)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5843.89 ( 273.51)    7383.50 ( 216.48)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5774.12 ( 276.81)    7373.59 ( 216.77)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5606.17 ( 285.11)    7167.20 ( 223.01)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5763.17 ( 277.34)    7344.75 ( 217.62)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5624.32 ( 284.19)    7139.00 ( 223.89)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5777.11 ( 276.67)    7177.44 ( 222.69)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5620.36 ( 284.39)    7085.86 ( 225.57)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5760.76 ( 277.46)    7073.44 ( 225.97)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5767.68 ( 277.12)    7294.97 ( 219.10)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5690.47 ( 280.88)    7255.07 ( 220.31)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5859.06 ( 272.80)    7444.06 ( 214.72)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5683.17 ( 281.24)    7275.15 ( 219.70)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5711.81 ( 279.83)    7157.89 ( 223.30)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5825.83 ( 274.36)    7292.78 ( 219.17)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5650.40 ( 282.88)    7206.46 ( 221.80)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5737.31 ( 278.59)    7280.98 ( 219.53)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5720.51 ( 279.41)    7287.75 ( 219.32)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5808.38 ( 275.18)    7357.80 ( 217.23)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5726.23 ( 279.13)    7316.75 ( 218.45)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5864.91 ( 272.53)    7459.87 ( 214.26)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5673.34 ( 281.73)    7279.33 ( 219.57)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5609.61 ( 284.93)    7068.28 ( 226.13)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5718.10 ( 279.53)    7247.31 ( 220.55)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5745.46 ( 278.19)    7300.40 ( 218.94)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5708.28 ( 280.01)    7259.00 ( 220.19)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5652.44 ( 282.77)    6910.95 ( 231.28)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5772.50 ( 276.89)    7267.74 ( 219.92)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5629.15 ( 283.94)    7147.87 ( 223.61)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5777.46 ( 276.65)    7281.94 ( 219.50)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5754.77 ( 277.75)    7186.18 ( 222.42)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5672.62 ( 281.77)    7228.96 ( 221.10)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5762.65 ( 277.37)    7232.03 ( 221.01)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5864.78 ( 272.53)    7401.03 ( 215.96)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5671.63 ( 281.82)    7217.42 ( 221.46)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5678.19 ( 281.49)    7202.92 ( 221.90)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5790.46 ( 276.03)    7378.55 ( 216.62)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5777.17 ( 276.67)    7224.18 ( 221.25)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5806.89 ( 275.25)    7285.36 ( 219.39)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5832.10 ( 274.06)    7370.69 ( 216.85)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5815.99 ( 274.82)    7380.83 ( 216.56)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5720.59 ( 279.40)    7162.09 ( 223.17)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5740.16 ( 278.45)    7134.92 ( 224.02)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5805.79 ( 275.30)    7235.23 ( 220.91)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5736.67 ( 278.62)    7320.60 ( 218.34)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5692.24 ( 280.80)    7165.37 ( 223.07)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5764.34 ( 277.28)    7384.96 ( 216.43)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5721.25 ( 279.37)    7202.21 ( 221.93)     ---   (  ---  )    6.58e-19        ---    ok
 9280  9280  9280   5770.39 ( 276.99)    7235.07 ( 220.92)     ---   (  ---  )    6.58e-19        ---    ok
